0,STEM,U20M,CL-Z891-SIDE,16
16,STEM,U21M,CL-Z891-SIDE,12
28,STEM,U19M,CL-Z891-SIDE,8
36,STEM,V13-14-15-16-17M,CL-Z891-SIDE,44
80,STEM,U18M,CL-Z891-SIDE,8
88,STEM,U17M,CL-Z891-SIDE,4
92,STEM,U16M,CL-Z891-SIDE,4
96,STEM,V18M,CL-Z891-SIDE,12
108,STEM,V19M,CL-Z891-SIDE,20
128,STEM,V21-20M,CL-Z891-SIDE,16
