0,STEM,V2M,CL-Z891-SIDE,68
68,STEM,V3M,CL-Z891-SIDE,64
132,STEM,V4M,CL-Z891-SIDE,64
196,STEM,V5M,CL-Z891-SIDE,64
260,STEM,V6M,CL-Z891-SIDE,60
320,STEM,V7M,CL-Z891-SIDE,60
380,STEM,V8M,CL-Z891-SIDE,60
440,STEM,V9M,CL-Z891-SIDE,60
500,STEM,V10M,CL-Z891-SIDE,52
552,STEM,V11M,CL-Z891-SIDE,40
592,STEM,V12M,CL-Z891-SIDE,24
