0,STEM,U15,CL-Z891-SIDE,8
8,STEM,U14,CL-Z891-SIDE,20
28,STEM,U13,CL-Z891-SIDE,32
60,STEM,U12,CL-Z891-SIDE,68
128,STEM,U11,CL-Z891-SIDE,60
188,STEM,U10,CL-Z891-SIDE,68
