0,STEM,V0M,CL-Z891-SIDE,60
60,STEM,V24M,CL-Z891-SIDE,36
96,STEM,V23M,CL-Z891-SIDE,24
120,STEM,V22M,CL-Z891-SIDE,16
136,STEM,EYEM,CL-341S-FLAT,116
