0,STEM,U15M,CL-Z891-SIDE,8
8,STEM,U14M,CL-Z891-SIDE,20
28,STEM,U13M,CL-Z891-SIDE,32
60,STEM,U12M,CL-Z891-SIDE,68
128,STEM,U11M,CL-Z891-SIDE,60
188,STEM,U10M,CL-Z891-SIDE,68
