0,STEM,V1M,CL-Z891-SIDE,64
64,STEM,U0M,CL-Z891-SIDE,20
84,STEM,U1M,CL-Z891-SIDE,32
116,STEM,U2M,CL-Z891-SIDE,44
160,STEM,U3M,CL-Z891-SIDE,52
212,STEM,U4M,CL-Z891-SIDE,60
272,STEM,U5M,CL-Z891-SIDE,68
340,STEM,U6M,CL-Z891-SIDE,76
416,STEM,U7M,CL-Z891-SIDE,68
484,STEM,U8M,CL-Z891-SIDE,72
556,STEM,U9M,CL-Z891-SIDE,68
