0,STEM,V1,CL-Z891-SIDE,64
64,STEM,U0,CL-Z891-SIDE,20
84,STEM,U1,CL-Z891-SIDE,32
116,STEM,U2,CL-Z891-SIDE,44
160,STEM,U3,CL-Z891-SIDE,52
212,STEM,U4,CL-Z891-SIDE,60
272,STEM,U5,CL-Z891-SIDE,68
340,STEM,U6,CL-Z891-SIDE,76
416,STEM,U7,CL-Z891-SIDE,68
484,STEM,U8,CL-Z891-SIDE,72
556,STEM,U9,CL-Z891-SIDE,68
